country,最有名研究领域1,最有名研究领域2,最有名研究领域3
China,Artificial intelligence,Quantum mechanics,Machine learning
China,无研究领域,无研究领域,无研究领域
United States,Operating system,Programming language,Compiler
United States,Artificial intelligence,Cognition,Health care
Spain,Software engineering,Software,Operating system
United States,Programming language,Operating system,Computer network
United States,Computer network,Operating system,The Internet
United States,Operating system,Central processing unit,Algorithm
China,Mathematical analysis,Statistics,Algorithm
Canada,Artificial intelligence,Internal medicine,Computer vision
Canada,Artificial intelligence,Computer vision,Statistics
United States,Artificial intelligence,Computer vision,Robotics
United States,Artificial intelligence,Computer vision,Machine learning
United States,Algorithm,Computer network,Programming language
Canada,Operating system,Microsoft Windows,Programming language
United States,Operating system,Computer network,Central processing unit
United States,Algorithm,Operating system,Programming language
United Kingdom,Artificial intelligence,Machine learning,Artificial neural network
Italy,Software,Artificial intelligence,Operating system
United States,Artificial intelligence,Machine learning,Artificial neural network
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Computer vision,Machine learning
United States,Operating system,Programming language,Central processing unit
United States,Operating system,Programming language,Software
United States,Telecommunications,Statistics,Modulation
United States,Cryptography,Algorithm,Operating system
United States,Artificial intelligence,Operating system,Statistics
United States,Artificial intelligence,The Internet,Information retrieval
United States,Computer network,Operating system,The Internet
United Kingdom,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Operating system,Programming language
United States,Artificial intelligence,Statistics,Magnetic resonance imaging
China,Artificial intelligence,Machine learning,Computer vision
Belgium,Artificial intelligence,Surgery,Computer vision
United States,Artificial intelligence,Statistics,Information retrieval
Portugal,Artificial intelligence,Statistics,Algorithm
United States,Artificial intelligence,Machine learning,Statistics
Japan,Database,Operating system,Artificial intelligence
United States,Operating system,Computer network,The Internet
United Kingdom,Programming language,Operating system,Software
Israel,Algorithm,Algebra,Combinatorics
Ireland,Artificial intelligence,The Internet,Database
United States,Artificial intelligence,Machine learning,Data mining
United States,Computer network,Telecommunications,Statistics
United States,Artificial intelligence,World Wide Web,Law
United States,Operating system,Programming language,Algorithm
United States,The Internet,Artificial intelligence,Operating system
Sweden,Artificial intelligence,Linguistics,Natural language processing
United Kingdom,Artificial intelligence,Algorithm,Programming language
United States,The Internet,Operating system,Computer security
Israel,Discrete mathematics,Combinatorics,Algebra
United States,Computer network,The Internet,Statistics
Spain,The Internet,Artificial intelligence,World Wide Web
United States,Artificial intelligence,Algorithm,Statistics
China,Artificial intelligence,Algorithm,Machine learning
United States,Operating system,The Internet,Programming language
China,Artificial intelligence,Machine learning,Computer vision
Republic of Korea,Artificial intelligence,Computer vision,Statistics
United States,Computer network,Telecommunications,Statistics
France,Artificial intelligence,Statistics,Computer vision
Australia,The Internet,Marketing,Software
Italy,The Internet,Operating system,Database
United States,Artificial intelligence,Linguistics,Programming language
China,Artificial intelligence,Machine learning,Statistics
United Kingdom,Statistics,Artificial intelligence,Machine learning
Norway,Algorithm,Combinatorics,Discrete mathematics
United States,Artificial intelligence,Programming language,Statistics
United States,Artificial intelligence,Computer vision,Computer network
Finland,Computer network,The Internet,Operating system
United States,Operating system,Programming language,Parallel computing
Switzerland,Artificial intelligence,Machine learning,Operating system
United States,Artificial intelligence,Operating system,Statistics
Australia,Artificial intelligence,Machine learning,The Internet
Spain,Artificial intelligence,Operating system,Statistics
United States,Operating system,Programming language,Central processing unit
Switzerland,Artificial intelligence,Electrical engineering,The Internet
Australia,Artificial intelligence,Statistics,Machine learning
Singapore,Artificial intelligence,Machine learning,Statistics
United Kingdom,Computer network,Operating system,The Internet
United States,Statistics,Artificial intelligence,Algorithm
Belgium,Operating system,Central processing unit,Programming language
United States,Artificial intelligence,The Internet,Statistics
Australia,Artificial intelligence,The Internet,Software
United States,Algorithm,Artificial intelligence,Geometry
Switzerland,Artificial intelligence,Machine learning,Robot
United States,Artificial intelligence,Computer vision,Geometry
United Kingdom,Statistics,Artificial intelligence,Machine learning
United States,Artificial intelligence,Surgery,Mechanical engineering
United States,Artificial intelligence,Computer network,Operating system
United States,Operating system,Database,Programming language
Israel,Cryptography,Algebra,Algorithm
China,Artificial intelligence,Statistics,Machine learning
Pakistan,Computer network,The Internet,Operating system
United States,Operating system,Programming language,Parallel computing
Spain,Operating system,Central processing unit,Programming language
Italy,Software,Operating system,Programming language
China,Gene,Artificial intelligence,DNA
United States,The Internet,Operating system,Artificial intelligence
United States,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Mathematical optimization,Algorithm
United States,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Computer vision,Operating system
India,Computer network,The Internet,Statistics
Switzerland,Artificial intelligence,Machine learning,Statistics
Canada,Artificial intelligence,Gene,Machine learning
United States,Artificial intelligence,Statistics,Magnetic resonance imaging
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Machine learning,Statistics
China,Artificial intelligence,Computer vision,Machine learning
United States,Computer network,The Internet,Operating system
United States,Artificial intelligence,Statistics,Programming language
United States,Artificial intelligence,Internal medicine,Surgery
France,Artificial intelligence,Magnetic resonance imaging,Internal medicine
Israel,Artificial intelligence,Computer vision,Algorithm
United States,Operating system,Computer network,Software
United States,Programming language,Algebra,Artificial intelligence
Canada,Cryptography,Combinatorics,Algebra
United States,Algorithm,Operating system,Artificial intelligence
Romania,Programming language,Artificial intelligence,Algorithm
France,Cryptography,Public-key cryptography,Computer security
United States,Artificial intelligence,Natural language processing,Speech recognition
Qatar,The Internet,World Wide Web,Artificial intelligence
United States,Computer network,The Internet,Operating system
United States,Computer network,Telecommunications,Statistics
Luxembourg,Artificial intelligence,Programming language,Epistemology
United Kingdom,无研究领域,无研究领域,无研究领域
Israel,Enzyme,Gene,Artificial intelligence
United States,Computer network,Statistics,Telecommunications
China,Artificial intelligence,Machine learning,Statistics
Spain,Artificial intelligence,Operating system,The Internet
United States,Artificial intelligence,Computer vision,Machine learning
Netherlands,Artificial intelligence,Programming language,Operating system
Canada,Computer network,Telecommunications,Statistics
China,Artificial intelligence,Machine learning,Computer vision
China,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Computer vision,Operating system
United States,Artificial intelligence,Speech recognition,Statistics
United States,Statistics,Computer network,Machine learning
Germany,Artificial intelligence,Computer vision,Machine learning
China,Artificial intelligence,Machine learning,Database
Canada,Programming language,Software,Software engineering
United States,Artificial intelligence,Machine learning,The Internet
United States,Artificial intelligence,Computer vision,Machine learning
Israel,Artificial intelligence,Statistics,Machine learning
China,Gene,Artificial intelligence,Internal medicine
United Kingdom,Artificial intelligence,Machine learning,Statistics
United States,Algorithm,Statistics,Programming language
United States,Operating system,Programming language,Software
China,Artificial intelligence,Computer vision,Algorithm
United States,Artificial intelligence,Computer vision,Machine learning
China,Artificial intelligence,Machine learning,Mathematical optimization
China,Operating system,The Internet,Computer network
Singapore,Artificial intelligence,Machine learning,Computer vision
United States,Artificial intelligence,Algorithm,Robot
India,Artificial intelligence,Machine learning,Statistics
Japan,Artificial intelligence,Social psychology,Robot
Switzerland,Artificial intelligence,Statistics,Machine learning
China,Artificial intelligence,Statistics,Gene
Italy,Artificial intelligence,The Internet,Operating system
United States,Programming language,Artificial intelligence,Functional programming
China,Artificial intelligence,Programming language,Statistics
United States,Operating system,Computer network,Programming language
Sweden,Artificial intelligence,Machine learning,Computer vision
China,Computer network,Operating system,Artificial intelligence
China,Computer network,Operating system,The Internet
United States,Artificial intelligence,Computer vision,Computer graphics
Germany,Algorithm,Combinatorics,Statistics
India,Artificial intelligence,Computer network,Operating system
United States,Artificial intelligence,Computer vision,Operating system
Australia,Artificial intelligence,Mechanical engineering,Electrical engineering
United States,Operating system,Computer network,Central processing unit
United States,Operating system,Computer network,The Internet
United States,Artificial intelligence,Information retrieval,Programming language
Finland,Artificial intelligence,Statistics,Machine learning
United States,Computer network,The Internet,Operating system
Australia,Artificial intelligence,Mathematical optimization,Machine learning
Canada,Artificial intelligence,Statistics,Machine learning
United States,Algorithm,Computer network,Artificial intelligence
Switzerland,Gene,Artificial intelligence,Machine learning
United States,Artificial intelligence,Machine learning,Programming language
United States,Artificial intelligence,Machine learning,Speech recognition
Germany,The Internet,Computer network,World Wide Web
United States,Operating system,Electrical engineering,Telecommunications
United States,Operating system,Programming language,Computer network
United Kingdom,Programming language,Functional programming,Algebra
Israel,Artificial intelligence,Machine learning,Programming language
France,Computer network,Telecommunications,Algorithm
Germany,Artificial intelligence,Machine learning,Algorithm
United States,Computer network,Statistics,Artificial intelligence
United States,Social science,Knowledge management,The Internet
United States,Operating system,The Internet,Artificial intelligence
United States,Social psychology,The Internet,Management
United States,The Internet,Social science,Software
United States,Artificial intelligence,Programming language,Statistics
United States,The Internet,Operating system,Computer security
United States,Artificial intelligence,Machine learning,Speech recognition
Germany,Programming language,Algorithm,Artificial intelligence
United States,Operating system,Computer network,The Internet
Denmark,Artificial intelligence,Statistics,Machine learning
Switzerland,Artificial intelligence,Statistics,Computer vision
United States,Artificial intelligence,Computer vision,Machine learning
United Kingdom,Operating system,Cloud computing,Computer network
United States,Artificial intelligence,Programming language,Natural language processing
United States,Artificial intelligence,Linguistics,Programming language
United States,Artificial intelligence,Computer graphics,Computer vision
Italy,Operating system,Artificial intelligence,Programming language
Canada,Computer network,The Internet,Operating system
United States,Operating system,Artificial intelligence,Software
Germany,Artificial intelligence,The Internet,Software
United States,Operating system,Central processing unit,Programming language
United States,Artificial intelligence,Linguistics,Programming language
United Kingdom,Artificial intelligence,Algorithm,Machine learning
United States,Statistics,Artificial intelligence,Machine learning
Malaysia,Computer network,Operating system,The Internet
Republic of Korea,Computer network,Telecommunications,Statistics
Singapore,Computer network,The Internet,Telecommunications
Switzerland,Cryptography,Algebra,Public-key cryptography
United Kingdom,Artificial intelligence,Natural language processing,Programming language
China,Computer network,Artificial intelligence,The Internet
Hungary,Combinatorics,Discrete mathematics,Graph theory
United States,Computer network,Operating system,The Internet
United Kingdom,Knowledge management,Management,Social science
United States,Computer network,Statistics,The Internet
United States,Electrical engineering,Mechanical engineering,Operating system
Germany,Artificial intelligence,Natural language processing,Programming language
Spain,Artificial intelligence,Programming language,Cognitive science
Australia,Computer network,Telecommunications,The Internet
Italy,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Computer vision,Machine learning
China,Artificial intelligence,Machine learning,Statistics
China,Computer network,Operating system,The Internet
Israel,Operating system,Artificial intelligence,Computer network
United States,Artificial intelligence,Computer network,The Internet
China,Gene,Artificial intelligence,DNA
United States,Artificial intelligence,Machine learning,Programming language
United Kingdom,Programming language,Artificial intelligence,Algebra
无数据,无数据,无数据,无数据
Netherlands,Artificial intelligence,Statistics,Cancer
United States,Statistics,Algorithm,Artificial intelligence
United States,Algorithm,Programming language,Electrical engineering
United States,Artificial intelligence,Natural language processing,Machine learning
Germany,Programming language,Software,Artificial intelligence
Switzerland,Artificial intelligence,The Internet,Programming language
Germany,Programming language,Operating system,Software
United States,Artificial intelligence,Linguistics,Natural language processing
China,Artificial intelligence,Operating system,Computer network
United States,Operating system,Central processing unit,Computer network
Australia,Operating system,Artificial intelligence,The Internet
United States,Operating system,The Internet,Computer network
United Kingdom,Artificial intelligence,Machine learning,Artificial neural network
Finland,Artificial intelligence,Machine learning,Artificial neural network
United Kingdom,Statistics,Artificial intelligence,Machine learning
United States,Artificial intelligence,Machine learning,Statistics
United States,Mathematical analysis,Artificial intelligence,Geometry
United Kingdom,Artificial intelligence,Computer vision,Machine learning
Canada,Artificial intelligence,Statistics,Computer vision
United States,Computer network,The Internet,Operating system
United States,The Internet,Social science,Artificial intelligence
Netherlands,Artificial intelligence,Programming language,Database
United States,Artificial intelligence,Operating system,Electrical engineering
United States,Computer network,The Internet,Statistics
United Kingdom,The Internet,Artificial intelligence,Educational technology
United States,Programming language,Operating system,Algebra
United States,Artificial intelligence,Mathematical analysis,Computer vision
United States,Artificial intelligence,Statistics,Algorithm
Spain,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Algorithm,Statistics
China,Artificial intelligence,Machine learning,Statistics
Germany,Artificial intelligence,Computer vision,Machine learning
Australia,Artificial intelligence,Machine learning,Statistics
United States,Computer network,The Internet,Operating system
United States,Geometry,Artificial intelligence,Mathematical analysis
United States,Artificial intelligence,Programming language,Machine learning
United States,Artificial intelligence,Machine learning,Statistics
China,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Operating system,Machine learning
United States,Artificial intelligence,Computer vision,Machine learning
Canada,Operating system,Central processing unit,Algorithm
United States,Programming language,Artificial intelligence,Operating system
United States,Artificial intelligence,Mechanical engineering,Robot
China,Artificial intelligence,Machine learning,Computer vision
China,Artificial intelligence,The Internet,Machine learning
United States,Cryptography,Computer network,Public-key cryptography
China,Artificial intelligence,Statistics,Machine learning
Germany,Programming language,Algebra,Operating system
Denmark,Algorithm,Combinatorics,Discrete mathematics
United States,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,The Internet,World Wide Web
Greece,Artificial intelligence,Computer vision,Machine learning
United States,Programming language,Database,Law
United States,Operating system,Artificial intelligence,Computer network
Belgium,Artificial intelligence,Statistics,Algebra
Malaysia,Artificial intelligence,Law,Mathematical optimization
China,Telecommunications,Computer network,Statistics
New Zealand,Artificial intelligence,Machine learning,Artificial neural network
Australia,Artificial intelligence,Operating system,The Internet
France,Artificial intelligence,Mathematical analysis,Statistics
China,Artificial intelligence,Computer vision,Statistics
United States,Algorithm,Statistics,Programming language
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Statistics,Algorithm
United States,Operating system,Computer network,The Internet
Israel,Artificial intelligence,Computer vision,Statistics
United States,Artificial intelligence,Programming language,Control theory
Italy,Artificial intelligence,Algorithm,Statistics
China,Computer network,Operating system,The Internet
United States,Artificial intelligence,Social psychology,Cognition
United States,Operating system,Database,The Internet
United Kingdom,Database,Programming language,Algorithm
United States,Artificial intelligence,Computer vision,Algorithm
United States,Artificial intelligence,Algorithm,Optics
Germany,Artificial intelligence,Computer vision,Machine learning
Singapore,Mathematical optimization,Statistics,Artificial intelligence
Taiwan,Artificial intelligence,Computer vision,Algorithm
Italy,Software,Operating system,Software engineering
Canada,Operating system,Programming language,Artificial intelligence
Germany,Algorithm,Integrated circuit,Electrical engineering
United States,Artificial intelligence,Operating system,Database
United States,Operating system,Artificial intelligence,The Internet
India,Computer network,Internal medicine,Computer security
China,Statistics,Artificial intelligence,Machine learning
United States,Operating system,Programming language,Algorithm
United States,Operating system,Computer network,The Internet
United States,Artificial intelligence,Machine learning,Artificial neural network
United States,Operating system,Programming language,Computer network
United States,Statistics,Algorithm,Artificial intelligence
Israel,Artificial intelligence,Statistics,Machine learning
United States,World Wide Web,Artificial intelligence,The Internet
United States,Operating system,Programming language,Parallel computing
United States,Artificial intelligence,Programming language,Algorithm
Israel,Artificial intelligence,Computer vision,Machine learning
United States,Social psychology,Law,Artificial intelligence
United States,Artificial intelligence,Machine learning,Statistics
Germany,Artificial intelligence,Computer vision,Machine learning
Australia,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Algorithm,Machine learning
United States,Artificial intelligence,Computer vision,Machine learning
China,Artificial intelligence,Machine learning,Computer vision
United Kingdom,Artificial intelligence,Speech recognition,Machine learning
United States,Artificial intelligence,Machine learning,Computer vision
Switzerland,Operating system,The Internet,Cryptography
Switzerland,Computer network,The Internet,Statistics
United States,Computer network,Statistics,Mathematical analysis
United States,Software,The Internet,Software development
United States,Programming language,Database,Operating system
United States,Artificial intelligence,Computer vision,Machine learning
Spain,Artificial intelligence,Database,Law
United States,Gene,Artificial intelligence,Genome
United States,Statistics,Artificial intelligence,Algorithm
Germany,Programming language,Operating system,Software
United States,Artificial intelligence,Programming language,Algorithm
United States,Artificial intelligence,Algorithm,Combinatorics
United States,Algorithm,Discrete mathematics,Combinatorics
United States,Computer network,The Internet,Telecommunications
Germany,Statistics,Artificial intelligence,Neuroscience
Austria,Artificial intelligence,Statistics,Machine learning
Canada,Artificial intelligence,Machine learning,Computer vision
United States,Programming language,Operating system,Artificial intelligence
Israel,Artificial intelligence,Computer vision,Geometry
Finland,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Machine learning,Cognition
Italy,Programming language,Artificial intelligence,Algorithm
Canada,Artificial intelligence,Statistics,Machine learning
Israel,Gene,DNA,Genetics
United Kingdom,Artificial intelligence,Computer vision,Machine learning
United Kingdom,Artificial intelligence,Programming language,Algebra
United States,Artificial intelligence,Machine learning,Artificial neural network
China,Artificial intelligence,Machine learning,Statistics
Italy,Artificial intelligence,Natural language processing,Programming language
United Kingdom,Artificial intelligence,Computer vision,Algorithm
United States,Algorithm,Statistics,Artificial intelligence
United States,The Internet,Computer network,Operating system
United States,Computer network,The Internet,Algorithm
United States,Computer network,Artificial intelligence,The Internet
United States,Programming language,Operating system,Parallel computing
United States,Artificial intelligence,Statistics,Operating system
United States,Management,Artificial intelligence,Knowledge management
Canada,Artificial intelligence,Database,The Internet
Israel,Combinatorics,Discrete mathematics,Real number
United States,Programming language,Operating system,Artificial intelligence
Australia,Artificial intelligence,Computer vision,Machine learning
United States,Operating system,Artificial intelligence,Programming language
United States,Artificial intelligence,Natural language processing,Machine learning
United States,Artificial intelligence,Internal medicine,Statistics
Australia,Artificial intelligence,Natural language processing,Statistics
Italy,Computer network,Operating system,The Internet
Austria,Artificial intelligence,The Internet,Operating system
United States,Operating system,Programming language,Central processing unit
Canada,Computer network,The Internet,Telecommunications
China,Artificial intelligence,Machine learning,Algorithm
United States,Artificial intelligence,Machine learning,Programming language
United States,Artificial intelligence,Machine learning,Statistics
China,Mathematical optimization,Microeconomics,Marketing
United States,Computer network,The Internet,Operating system
United States,Programming language,Operating system,Object-oriented programming
United Kingdom,Artificial intelligence,Internal medicine,Statistics
United States,Operating system,Software,Statistics
Finland,Artificial intelligence,Statistics,Machine learning
Singapore,Artificial intelligence,Machine learning,Computer vision
China,Computer network,Artificial intelligence,The Internet
United States,Artificial intelligence,Statistics,Computer vision
Singapore,Artificial intelligence,Natural language processing,Machine learning
China,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Computer vision,Operating system
United States,Computer network,Operating system,The Internet
United Kingdom,Artificial intelligence,Computer vision,Statistics
Spain,Artificial intelligence,Operating system,Computer vision
Switzerland,Programming language,Software,Artificial intelligence
United Kingdom,Operating system,Artificial intelligence,Programming language
United States,无研究领域,无研究领域,无研究领域
Spain,Artificial intelligence,Linguistics,Natural language processing
United States,Programming language,Software,Operating system
China,Operating system,Computer network,The Internet
United States,Artificial intelligence,Computer vision,Robotics
Switzerland,Quantum mechanics,Statistics,Algebra
Canada,Artificial intelligence,Machine learning,Statistics
Australia,Artificial intelligence,Machine learning,Statistics
Italy,Algorithm,Mathematical optimization,Linear programming
China,Artificial intelligence,Statistics,Computer vision
China,Artificial intelligence,Statistics,Algebra
Sweden,Artificial intelligence,Computer network,The Internet
Saudi Arabia,Artificial intelligence,Computer network,The Internet
China,Artificial intelligence,Statistics,Radar
Japan,Operating system,The Internet,Computer network
United States,Programming language,Artificial intelligence,Software
Japan,Operating system,The Internet,Artificial intelligence
United States,Artificial intelligence,Computer vision,Machine learning
United States,Gene,Genome,Genetics
United States,Computer network,The Internet,Operating system
China,Computer network,Artificial intelligence,Operating system
Finland,Computer network,The Internet,Internet Protocol
Finland,Artificial intelligence,Statistics,Machine learning
United Kingdom,Programming language,Algebra,Algorithm
United States,Computer network,Operating system,The Internet
United Kingdom,Artificial intelligence,Machine learning,Statistics
United States,Algorithm,Real number,Combinatorics
United States,Artificial intelligence,Algorithm,Computer vision
Denmark,Computer network,Telecommunications,The Internet
United States,Algorithm,Mathematical optimization,Statistics
Portugal,Artificial intelligence,Machine learning,Statistics
Canada,Artificial intelligence,Statistics,Gene
China,Artificial intelligence,Statistics,Speech recognition
United States,Artificial intelligence,Programming language,Linguistics
Netherlands,Artificial intelligence,Computer vision,Machine learning
United States,Computer network,Telecommunications,Statistics
United States,无研究领域,无研究领域,无研究领域
Sweden,Software engineering,Statistics,Software
United States,Computer network,The Internet,Operating system
Switzerland,Artificial intelligence,Software,The Internet
United States,Artificial intelligence,Machine learning,Statistics
United Kingdom,Artificial intelligence,Statistics,Machine learning
United States,Operating system,Central processing unit,Parallel computing
China,Artificial intelligence,Statistics,Linguistics
United States,Law,Social science,Management
United States,Artificial intelligence,Natural language processing,Programming language
United States,Computer network,Operating system,The Internet
India,Artificial intelligence,Machine learning,Statistics
United States,Geometry,Mathematical analysis,Algorithm
Sweden,Artificial intelligence,Statistics,Machine learning
United States,Programming language,Operating system,Computer network
Austria,Artificial intelligence,Algorithm,Computer vision
United Kingdom,Artificial intelligence,Computer vision,Machine learning
United States,Operating system,Programming language,The Internet
United States,Operating system,Programming language,Parallel computing
Japan,Artificial intelligence,Computer vision,Robot
United States,Operating system,Artificial intelligence,Algorithm
Canada,Telecommunications,Computer network,Algorithm
Finland,Algebra,Programming language,Algorithm
United States,Programming language,Operating system,Software
Australia,Artificial intelligence,Statistics,Machine learning
United States,Algorithm,Programming language,Operating system
United States,Artificial intelligence,Operating system,The Internet
Canada,Artificial intelligence,Machine learning,Artificial neural network
United States,Operating system,The Internet,Computer security
United States,Programming language,Operating system,Artificial intelligence
Singapore,Artificial intelligence,The Internet,Statistics
China,Statistics,Artificial intelligence,Algorithm
China,Artificial intelligence,Enzyme,Bacteria
Canada,Artificial intelligence,Machine learning,Statistics
United States,Operating system,Central processing unit,Programming language
Japan,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Computer vision,Machine learning
Spain,Computer network,Operating system,Parallel computing
Portugal,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Machine learning,Statistics
France,Programming language,Operating system,Software
Finland,Artificial intelligence,Computer vision,Machine learning
Germany,Database,Artificial intelligence,Operating system
United States,Artificial intelligence,The Internet,Operating system
United States,Artificial intelligence,Machine learning,Mathematics education
United States,Computer network,Operating system,The Internet
Switzerland,Artificial intelligence,Geometry,Computer vision
United States,Artificial intelligence,Computer network,Gene
Canada,Artificial intelligence,Statistics,The Internet
Germany,Linguistics,Artificial intelligence,Statistics
United States,Operating system,Artificial intelligence,The Internet
United States,Programming language,Operating system,Software
Singapore,Artificial intelligence,Statistics,Machine learning
United States,Artificial intelligence,Computer vision,Mechanical engineering
United States,Statistics,Gene,Artificial intelligence
United States,Operating system,Programming language,Central processing unit
Germany,Algorithm,Artificial intelligence,Operating system
Germany,The Internet,Operating system,Computer network
United States,Artificial intelligence,Computer vision,Programming language
United States,Artificial intelligence,Internal medicine,Cancer
Greece,Artificial intelligence,Database,Operating system
China,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Radiology,Internal medicine
Germany,The Internet,Operating system,Management
United States,Programming language,Artificial intelligence,Database
Australia,Artificial intelligence,Machine learning,Statistics
Denmark,Computer network,Telecommunications,Statistics
Canada,Artificial intelligence,Machine learning,Algorithm
United States,Artificial intelligence,Operating system,Statistics
United States,The Internet,Human–computer interaction,World Wide Web
United States,Artificial intelligence,Speech recognition,Machine learning
United States,Artificial intelligence,Statistics,Computer vision
China,Computer network,The Internet,Telecommunications
Republic of Korea,Computer network,Telecommunications,Artificial intelligence
Canada,Statistics,Artificial intelligence,Machine learning
China,Artificial intelligence,Computer vision,Algorithm
United Kingdom,Artificial intelligence,Machine learning,Statistics
United States,Programming language,Operating system,Compiler
Japan,Artificial intelligence,Speech recognition,Machine learning
China,Computer network,Operating system,Artificial intelligence
United States,Electrical engineering,Integrated circuit,Algorithm
United States,Artificial intelligence,Speech recognition,Machine learning
United States,Operating system,Computer network,Central processing unit
United States,Computer network,Artificial intelligence,Operating system
Belgium,Artificial intelligence,Linguistics,Machine learning
Taiwan,Cryptography,Operating system,Computer network
China,Artificial intelligence,Computer vision,Machine learning
United States,Artificial intelligence,Machine learning,Speech recognition
Australia,Statistics,Artificial intelligence,Law
United States,Computer network,Operating system,The Internet
China,Computer network,Operating system,Artificial intelligence
United States,Algorithm,Algebra,Combinatorics
Canada,Operating system,Computer network,The Internet
Australia,Computer network,The Internet,Artificial intelligence
Germany,Artificial intelligence,Speech recognition,Machine learning
Netherlands,Operating system,Programming language,Computer network
Ireland,Artificial intelligence,Machine learning,Statistics
Japan,Artificial intelligence,Computer vision,Optics
Spain,The Internet,Statistics,Artificial intelligence
United States,Programming language,Artificial intelligence,Database
Denmark,Combinatorics,Graph theory,Graph coloring
United States,Artificial intelligence,Database,Computer vision
United States,Artificial intelligence,Computer vision,Database
United States,Artificial intelligence,Computer vision,The Internet
Italy,Software,Programming language,Artificial intelligence
Germany,Computer network,Operating system,The Internet
United States,Computer network,Operating system,The Internet
United States,Artificial intelligence,Machine learning,Statistics
Taiwan,Machine learning,Artificial intelligence,Gene
United States,Artificial intelligence,Programming language,The Internet
United States,Artificial intelligence,Machine learning,Statistics
United States,Artificial intelligence,Algorithm,Programming language
United States,Artificial intelligence,Computer vision,Internal medicine
Germany,Artificial intelligence,Programming language,Algebra
Japan,Artificial intelligence,Gene,Operating system
United States,Artificial intelligence,Machine learning,Statistics
United States,Operating system,Computer network,The Internet
Germany,Artificial intelligence,Computer vision,Machine learning
United States,Algorithm,Artificial intelligence,Telecommunications
United States,Law,The Internet,Statistics
United States,Artificial intelligence,Programming language,Database
South Africa,Artificial intelligence,Machine learning,Mathematical optimization
Poland,Artificial intelligence,Machine learning,Programming language
United Kingdom,Programming language,Algebra,Mathematical analysis
United States,Operating system,Artificial intelligence,Software
United States,Quantum mechanics,Statistics,Artificial intelligence
United States,Algorithm,Computer network,Combinatorics
United Kingdom,The Internet,Operating system,Computer network
United States,Cryptography,Algebra,Operating system
United States,Cryptography,Algebra,Public-key cryptography
United States,Programming language,Artificial intelligence,Algorithm
Israel,Algorithm,Algebra,Cryptography
United States,Computer network,The Internet,Operating system
Spain,Artificial intelligence,Statistics,Machine learning
Netherlands,Artificial intelligence,Machine learning,Statistics
Australia,Artificial intelligence,Statistics,Programming language
Australia,Programming language,Software,Artificial intelligence
United States,Programming language,Operating system,Artificial intelligence
South Africa,Computer network,Operating system,Artificial intelligence
United States,Gene,DNA,Operating system
United States,Artificial intelligence,Machine learning,Algorithm
Canada,Statistics,Combinatorics,Normal distribution
Italy,Artificial intelligence,Programming language,Software
United States,Artificial intelligence,Artificial neural network,Machine learning
United States,Artificial intelligence,Algorithm,Combinatorics
United States,Artificial intelligence,Programming language,Epistemology
United States,Artificial intelligence,Computer vision,Statistics
United States,Artificial intelligence,Statistics,Machine learning
United States,Operating system,Software,Software engineering
United States,Artificial intelligence,The Internet,Programming language
China,Artificial intelligence,Machine learning,Programming language
United States,Statistics,Algorithm,Computer network
United States,The Internet,Artificial intelligence,Social science
Finland,Artificial intelligence,Algorithm,Statistics
United States,无研究领域,无研究领域,无研究领域
United States,Artificial intelligence,Computer vision,Geometry
United States,The Internet,Microsoft Windows,Human–computer interaction
United States,Artificial intelligence,The Internet,Machine learning
United States,Combinatorics,Discrete mathematics,Algebra
Turkey,Telecommunications,Computer network,Statistics
Australia,Artificial intelligence,Machine learning,Statistics
Germany,Operating system,The Internet,Computer security
United States,Mathematical analysis,Mathematical optimization,Algorithm
Switzerland,Operating system,Central processing unit,Programming language
Italy,Statistics,Artificial intelligence,Telecommunications
China,Artificial intelligence,Computer vision,Operating system
United States,Artificial intelligence,Computer vision,Geometry
Germany,Artificial intelligence,Programming language,Machine learning
United States,Artificial intelligence,Machine learning,Natural language processing
Austria,Artificial intelligence,Neuroscience,Electroencephalography
United States,Programming language,Artificial intelligence,Operating system
United States,Artificial intelligence,The Internet,Mathematical optimization
United States,Operating system,Computer network,Database
United States,Artificial intelligence,Optics,Computer vision
China,Artificial intelligence,Machine learning,Computer vision
United States,The Internet,Computer network,Social science
China,Artificial intelligence,The Internet,Computer network
